Nume clasa statistica:,serii zilnice
Observatii despre clasa statistica:,
Nota despre clasa statistica:, serii disponibile pentru perioada ianuarie 1998 - iunie 2005
Metodologie:,

Data;şiling austriac (ROL) CURSROLZ_ATS;dolar australian (ROL) CURSROLZ_AUD;franc belgian (ROL) CURSROLZ_BEF;dolar canadian (ROL) CURSROLZ_CAD;franc elveţian (ROL) CURSROLZ_CHF;coroană cehă (ROL) CURSROLZ_CZK;marcă germană (ROL) CURSROLZ_DEM;coroană daneză (ROL) CURSROLZ_DKK;liră egipteană (ROL) CURSROLZ_EGP;peseta spaniolă (ROL) CURSROLZ_ESP;EURO (ROL) CURSROLZ_EUR;marcă finlandeză (ROL) CURSROLZ_FIM;franc francez (ROL) CURSROLZ_FRF;liră sterlină (ROL) CURSROLZ_GBP;drahmă grecescă (ROL) CURSROLZ_GRD;forint unguresc (ROL) CURSROLZ_HUF;liră irlandeză (ROL) CURSROLZ_IEP;liră italiană (ROL) CURSROLZ_ITL;yen japonez (ROL) CURSROLZ_JPY;leu moldovenesc (ROL) CURSROLZ_MDL;gulden olandez (ROL) CURSROLZ_NLG;coroană norvrgiană (ROL) CURSROLZ_NOK;zlot polonez (ROL) CURSROLZ_PLN;escudos portughez (ROL) CURSROLZ_PTE;coroană suedeză (ROL) CURSROLZ_SEK;liră turcescă (ROL) CURSROLZ_TRL;noua liră turcească (ROL) CURSROLZ_TRY;dolar SUA (ROL) CURSROLZ_USD;gram aur (ROL) CURSROLZ_XAU;DST (ROL) CURSROLZ_XDR;ECU (ROL) CURSROLZ_XEU
13.02.2004;-;25183;-;24152;25821;1250;-;5470;5151;-;40758;-;-;60142;-;155;-;-;301,71;2458;-;4619;8384;-;4457;0,024;-;31778;421262;48025;-
12.02.2004;-;24998;-;24102;25822;1239;-;5465;5137;-;40721;-;-;60127;-;154;-;-;301,28;2480;-;4594;8394;-;4452;0,024;-;31787;420230;48157;-
11.02.2004;-;24918;-;24145;25889;1236;-;5463;5183;-;40699;-;-;60019;-;154;-;-;303,92;2454;-;4629;8357;-;4473;0,024;-;32070;418951;47967;-
10.02.2004;-;25048;-;24144;26066;1232;-;5486;5178;-;40880;-;-;59871;-;154;-;-;304,00;2473;-;4661;8477;-;4482;0,024;-;32044;420284;48262;-
09.02.2004;-;24953;-;24265;26107;1234;-;5500;5206;-;40974;-;-;59794;-;154;-;-;304,51;2513;-;4702;8448;-;4492;0,024;-;32171;420636;48652;-
06.02.2004;-;24882;-;24419;26041;1232;-;5488;5291;-;40888;-;-;59887;-;153;-;-;306,15;2494;-;4685;8445;-;4470;0,024;-;32645;415881;48485;-
05.02.2004;-;24817;-;24324;26057;1230;-;5487;5253;-;40885;-;-;59586;-;154;-;-;308,18;2501;-;4679;8463;-;4460;0,024;-;32500;417194;48684;-
04.02.2004;-;24600;-;24083;25807;1219;-;5433;5229;-;40480;-;-;59311;-;153;-;-;305,95;2468;-;4637;8458;-;4405;0,024;-;32261;414558;47998;-
03.02.2004;-;24686;-;24234;25834;1213;-;5430;5203;-;40455;-;-;59210;-;152;-;-;305,83;2482;-;4659;8417;-;4408;0,024;-;32212;416200;48225;-
02.02.2004;-;24799;-;24501;25860;1220;-;5445;5281;-;40568;-;-;59340;-;154;-;-;308,20;2497;-;4656;8489;-;4394;0,024;-;32560;420547;48525;-
30.01.2004;-;24897;-;24651;26014;1218;-;5454;5314;-;40630;-;-;59279;-;153;-;-;309,92;2475;-;4649;8525;-;4422;0,024;-;32760;422240;48469;-
29.01.2004;-;25153;-;24502;26031;1223;-;5465;5273;-;40712;-;-;59425;-;155;-;-;306,98;2455;-;4640;8569;-;4447;0,024;-;32542;428968;48296;-
28.01.2004;-;25075;-;24665;25966;1236;-;5466;5260;-;40718;-;-;59205;-;155;-;-;305,44;2476;-;4726;8587;-;4465;0,024;-;32320;426708;48303;-
27.01.2004;-;25273;-;24942;26028;1240;-;5479;5284;-;40810;-;-;59068;-;155;-;-;308,71;2463;-;4742;8639;-;4452;0,025;-;32700;424911;48360;-
26.01.2004;-;25220;-;24883;26192;1243;-;5500;5280;-;40968;-;-;59529;-;156;-;-;307,35;2443;-;4755;8719;-;4472;0,025;-;32630;425977;48411;-
23.01.2004;-;25069;-;24741;26188;1245;-;5515;5228;-;41077;-;-;59515;-;156;-;-;303,96;2450;-;4791;8740;-;4498;0,024;-;32203;425964;48381;-
22.01.2004;-;25113;-;24983;26254;1251;-;5529;5215;-;41179;-;-;59680;-;156;-;-;303,99;2473;-;4804;8746;-;4515;0,024;-;32314;428115;48713;-
21.01.2004;-;25160;-;25210;26177;1247;-;5512;5279;-;41054;-;-;59559;-;155;-;-;304,25;2486;-;4742;8701;-;4473;0,024;-;32519;429884;48571;-
20.01.2004;-;25116;-;25376;26104;1255;-;5511;5335;-;41040;-;-;59272;-;155;-;-;306,66;2515;-;4771;8682;-;4477;0,025;-;32976;432895;48804;-
19.01.2004;-;25117;-;25431;26111;1249;-;5504;5374;-;40998;-;-;59246;-;155;-;-;309,31;2455;-;4762;8692;-;4468;0,024;-;33136;433445;48754;-
16.01.2004;-;25265;-;25351;26238;1257;-;5519;5319;-;41113;-;-;59601;-;154;-;-;310,37;2462;-;4774;8686;-;4468;0,025;-;32868;433664;48558;-
15.01.2004;-;25214;-;25216;26363;1264;-;5532;5262;-;41204;-;-;59565;-;155;-;-;306,84;2448;-;4831;8695;-;4491;0,024;-;32547;435190;48551;-
14.01.2004;-;25313;-;25525;26426;1265;-;5543;5268;-;41285;-;-;59868;-;155;-;-;306,75;2453;-;4824;8684;-;4505;0,024;-;32591;440946;48512;-
13.01.2004;-;25276;-;25407;26439;1270;-;5552;5254;-;41352;-;-;59857;-;153;-;-;304,85;2432;-;4812;8798;-;4530;0,024;-;32448;438829;48488;-
12.01.2004;-;24964;-;25254;26385;1268;-;5549;5208;-;41330;-;-;59498;-;153;-;-;301,48;2465;-;4791;8783;-;4527;0,024;-;32091;441555;48600;-
09.01.2004;-;25043;-;25230;26311;1268;-;5531;5233;-;41196;-;-;59313;-;153;-;-;303,29;2457;-;4725;8767;-;4511;0,024;-;32342;439622;48561;-
08.01.2004;-;25183;-;25389;26323;1275;-;5543;5306;-;41280;-;-;59443;-;157;-;-;309,09;2462;-;4793;8864;-;4546;0,024;-;32815;441093;48600;-
07.01.2004;-;24957;-;25251;26274;1274;-;5538;5281;-;41249;-;-;59126;-;157;-;-;306,72;2460;-;4826;8809;-;4536;0,024;-;32562;440369;48400;-
06.01.2004;-;25102;-;25438;26451;1280;-;5564;5261;-;41438;-;-;59172;-;160;-;-;306,21;2472;-;4849;8858;-;4548;0,024;-;32516;447047;48849;-
05.01.2004;-;24920;-;25268;26420;1274;-;5539;5303;-;41252;-;-;58547;-;158;-;-;305,84;2480;-;4903;8775;-;4549;0,024;-;32558;437296;48535;-
31.12.2003;-;24472;-;25241;26380;1266;-;5523;5279;-;41117;-;-;58058;-;157;-;-;304,91;2490;-;4895;8701;-;4531;0,023;-;32595;437404;48719;-
30.12.2003;-;24473;-;25027;26278;1260;-;5507;5306;-;40994;-;-;58189;-;157;-;-;306,68;2482;-;4867;8736;-;4521;0,023;-;32798;437993;48550;-
29.12.2003;-;24209;-;24881;26054;1249;-;5461;5270;-;40645;-;-;57808;-;156;-;-;304,53;2471;-;4826;8695;-;4475;0,023;-;32543;432797;48364;-
24.12.2003;-;24195;-;24796;25991;1247;-;5447;5285;-;40532;-;-;57627;-;156;-;-;304,39;2475;-;4813;8709;-;4461;0,023;-;32658;431367;48230;-
23.12.2003;-;23886;-;24427;25827;1239;-;5419;5273;-;40323;-;-;57354;-;154;-;-;302,45;2457;-;4824;8672;-;4429;0,023;-;32513;428061;47860;-
22.12.2003;-;24060;-;24412;26110;1250;-;5458;5286;-;40612;-;-;57598;-;155;-;-;303,61;2479;-;4869;8725;-;4477;0,023;-;32655;431524;48217;-
19.12.2003;-;24236;-;24616;26199;1254;-;5475;5336;-;40744;-;-;58036;-;155;-;-;304,65;2487;-;4883;8768;-;4491;0,023;-;32846;431286;48454;-
18.12.2003;-;24295;-;24741;26145;1257;-;5470;5306;-;40711;-;-;57849;-;155;-;-;304,69;2501;-;4884;8758;-;4487;0,023;-;32781;432523;48483;-
17.12.2003;-;24387;-;24699;26110;1256;-;5454;5329;-;40593;-;-;57661;-;154;-;-;305,75;2494;-;4956;8741;-;4502;0,023;-;32915;431152;48344;-
16.12.2003;-;24541;-;25050;26189;1265;-;5469;5371;-;40700;-;-;57604;-;154;-;-;306,33;2527;-;4943;8759;-;4504;0,023;-;32954;434270;48674;-
15.12.2003;-;24574;-;25137;26156;1265;-;5457;5386;-;40600;-;-;57855;-;154;-;-;307,49;2509;-;4953;8733;-;4519;0,023;-;33234;431726;48554;-
12.12.2003;-;24607;-;25228;26225;1264;-;5463;5390;-;40644;-;-;58088;-;155;-;-;307,85;2531;-;4966;8731;-;4531;0,023;-;33200;433977;48700;-
11.12.2003;-;24561;-;25279;26109;1266;-;5449;5411;-;40535;-;-;58111;-;154;-;-;307,93;2509;-;4965;8719;-;4518;0,023;-;33335;432874;48477;-
10.12.2003;-;24521;-;25320;26172;1263;-;5443;5373;-;40503;-;-;57833;-;153;-;-;306,10;2496;-;4976;8702;-;4528;0,023;-;33154;433924;48479;-
09.12.2003;-;24553;-;25500;26207;1262;-;5451;5363;-;40569;-;-;57598;-;151;-;-;308,86;2512;-;5001;8688;-;4541;0,023;-;33095;434224;48571;-
08.12.2003;-;24572;-;25475;26135;1255;-;5442;5374;-;40501;-;-;57563;-;151;-;-;308,80;2533;-;5014;8692;-;4528;0,023;-;33213;437093;48737;-
05.12.2003;-;24552;-;25487;25932;1247;-;5425;5427;-;40372;-;-;57547;-;151;-;-;308,86;2524;-;4993;8715;-;4509;0,023;-;33427;432125;48639;-
04.12.2003;-;24557;-;25592;25891;1250;-;5420;5403;-;40335;-;-;57597;-;150;-;-;308,93;2510;-;4979;8694;-;4498;0,023;-;33429;432625;48573;-
03.12.2003;-;24495;-;25702;25893;1244;-;5418;5406;-;40318;-;-;57585;-;149;-;-;307,35;2545;-;4948;8645;-;4476;0,023;-;33333;432227;48718;-
02.12.2003;-;24399;-;25736;25815;1245;-;5402;5454;-;40193;-;-;57761;-;148;-;-;306,08;2521;-;4924;8596;-;4459;0,023;-;33573;432777;48518;-
28.11.2003;-;24286;-;25867;25980;1253;-;5403;5439;-;40193;-;-;57782;-;152;-;-;306,37;2539;-;4923;8557;-;4457;0,023;-;33523;429164;48919;-
27.11.2003;-;24441;-;25885;26017;1258;-;5415;5489;-;40289;-;-;57970;-;153;-;-;309,84;2562;-;4931;8630;-;4459;0,023;-;33829;430958;49036;-
26.11.2003;-;24399;-;25870;25878;1259;-;5395;5520;-;40138;-;-;57603;-;153;-;-;309,13;2558;-;4924;8615;-;4466;0,023;-;33923;427357;49021;-
25.11.2003;-;24446;-;25863;25808;1257;-;5388;5540;-;40076;-;-;57751;-;153;-;-;309,93;2544;-;4909;8611;-;4473;0,023;-;34045;428215;48787;-
24.11.2003;-;24508;-;25971;25857;1260;-;5395;5520;-;40119;-;-;57634;-;155;-;-;311,29;2529;-;4917;8628;-;4483;0,023;-;33960;430917;48664;-
21.11.2003;-;24387;-;25888;25976;1258;-;5399;5502;-;40153;-;-;57555;-;156;-;-;310,42;2518;-;4919;8628;-;4479;0,023;-;33812;427980;48724;-
20.11.2003;-;24305;-;25791;25870;1258;-;5391;5446;-;40094;-;-;57236;-;155;-;-;308,19;2513;-;4904;8650;-;4465;0,023;-;33616;427792;48620;-
19.11.2003;-;24211;-;25820;25828;1258;-;5383;5452;-;40041;-;-;57079;-;155;-;-;308,65;2542;-;4892;8670;-;4454;0,023;-;33591;428379;48814;-
18.11.2003;-;24311;-;25873;25634;1243;-;5363;5486;-;39889;-;-;57431;-;155;-;-;311,22;2515;-;4873;8692;-;4449;0,023;-;33916;427922;48638;-
17.11.2003;-;24212;-;25901;25607;1247;-;5368;5486;-;39928;-;-;57130;-;155;-;-;309,24;2520;-;4861;8718;-;4451;0,023;-;33767;432321;48867;-
14.11.2003;-;24453;-;26124;25465;1247;-;5372;5509;-;39956;-;-;57264;-;155;-;-;313,89;2543;-;4874;8735;-;4460;0,023;-;33903;430766;49064;-
13.11.2003;-;24622;-;26307;25437;1249;-;5374;5543;-;39967;-;-;57548;-;155;-;-;315,65;2559;-;4889;8722;-;4460;0,023;-;34179;434809;49227;-
12.11.2003;-;24560;-;26187;25441;1245;-;5359;5577;-;39850;-;-;57392;-;154;-;-;315,26;2574;-;4855;8672;-;4436;0,023;-;34337;428597;49363;-
11.11.2003;-;24811;-;26471;25445;1249;-;5371;5644;-;39935;-;-;57940;-;155;-;-;319,89;2583;-;4864;8743;-;4443;0,023;-;34756;431478;49510;-
10.11.2003;-;24786;-;26258;25340;1246;-;5360;5626;-;39856;-;-;58044;-;155;-;-;319,45;2590;-;4834;8688;-;4435;0,023;-;34707;427523;49487;-
07.11.2003;-;24599;-;26018;25337;1245;-;5347;5661;-;39754;-;-;57879;-;154;-;-;315,76;2577;-;4827;8669;-;4429;0,023;-;34788;426076;49334;-
06.11.2003;-;24577;-;25964;25295;1239;-;5327;5602;-;39614;-;-;57860;-;153;-;-;314,63;2567;-;4803;8599;-;4394;0,023;-;34600;424614;49074;-
05.11.2003;-;24491;-;25928;25267;1241;-;5321;5597;-;39575;-;-;57875;-;153;-;-;314,99;2564;-;4793;8637;-;4381;0,023;-;34547;424103;49027;-
04.11.2003;-;24078;-;25664;25264;1230;-;5304;5596;-;39421;-;-;57612;-;151;-;-;311,51;2523;-;4791;8545;-;4355;0,023;-;34391;418379;48615;-
03.11.2003;-;24041;-;25684;25356;1231;-;5301;5513;-;39405;-;-;57639;-;150;-;-;308,02;2520;-;4784;8454;-;4343;0,023;-;33986;419110;48545;-
31.10.2003;-;23886;-;25742;25447;1232;-;5308;5540;-;39456;-;-;57386;-;153;-;-;310,82;2505;-;4808;8420;-;4365;0,023;-;33901;418961;48340;-
30.10.2003;-;23887;-;25752;25403;1229;-;5304;5468;-;39420;-;-;57342;-;154;-;-;311,85;2514;-;4794;8444;-;4375;0,022;-;33684;423652;48515;-
29.10.2003;-;23614;-;25588;25278;1218;-;5274;5471;-;39196;-;-;57104;-;153;-;-;310,12;2507;-;4776;8410;-;4341;0,022;-;33485;411845;48174;-
28.10.2003;-;23426;-;25354;25178;1218;-;5247;5420;-;38995;-;-;56351;-;152;-;-;306,94;2476;-;4730;8376;-;4316;0,022;-;33308;413150;47744;-
27.10.2003;-;23265;-;25261;25113;1210;-;5228;5375;-;38854;-;-;56062;-;151;-;-;304,50;2470;-;4708;8308;-;4284;0,022;-;33022;410399;47377;-
24.10.2003;-;23104;-;25289;25111;1212;-;5229;5368;-;38857;-;-;55958;-;151;-;-;300,91;2468;-;4716;8339;-;4294;0,022;-;32993;407802;47372;-
23.10.2003;-;23047;-;25217;25140;1219;-;5232;5347;-;38886;-;-;55799;-;151;-;-;300,95;2495;-;4722;8363;-;4308;0,022;-;32956;409693;47590;-
22.10.2003;-;23260;-;25231;24998;1218;-;5225;5403;-;38834;-;-;55864;-;151;-;-;303,27;2503;-;4702;8425;-;4302;0,022;-;33224;407651;47696;-
21.10.2003;-;23136;-;25217;24997;1221;-;5226;5403;-;38840;-;-;55805;-;152;-;-;303,19;2492;-;4684;8451;-;4295;0,023;-;33329;401739;47751;-
20.10.2003;-;23114;-;25313;25045;1223;-;5231;5417;-;38870;-;-;55828;-;151;-;-;303,79;2502;-;4701;8397;-;4294;0,023;-;33318;397806;47914;-
17.10.2003;-;23090;-;25412;25044;1220;-;5226;5442;-;38818;-;-;55962;-;151;-;-;304,89;2490;-;4710;8433;-;4323;0,023;-;33439;399600;47719;-
16.10.2003;-;22892;-;25058;24984;1210;-;5208;5408;-;38687;-;-;55641;-;151;-;-;302,94;2472;-;4691;8432;-;4328;0,023;-;33275;396994;47457;-
15.10.2003;-;22864;-;25015;25086;1211;-;5220;5395;-;38779;-;-;55434;-;151;-;-;303,73;2483;-;4697;8503;-;4334;0,024;-;33161;399415;47586;-
14.10.2003;-;22862;-;25066;25053;1207;-;5223;5403;-;38804;-;-;55221;-;152;-;-;302,92;2485;-;4716;8548;-;4326;0,023;-;33290;399449;47299;-
13.10.2003;-;22873;-;25090;25094;1212;-;5228;5388;-;38850;-;-;55208;-;151;-;-;305,52;2468;-;4721;8586;-;4317;0,024;-;33248;396940;47355;-
10.10.2003;-;22664;-;24632;24963;1205;-;5204;5379;-;38663;-;-;54721;-;152;-;-;303,54;2460;-;4700;8514;-;4306;0,024;-;32914;392030;47110;-
09.10.2003;-;22699;-;24596;24974;1206;-;5210;5320;-;38701;-;-;54474;-;153;-;-;299,83;2474;-;4699;8584;-;4309;0,024;-;32721;395344;47113;-
08.10.2003;-;22591;-;24582;24937;1210;-;5196;5307;-;38603;-;-;54416;-;152;-;-;298,13;2480;-;4707;8481;-;4294;0,024;-;32717;396105;47014;-
07.10.2003;-;22569;-;24501;24924;1211;-;5197;5314;-;38608;-;-;54899;-;152;-;-;296,55;2527;-;4703;8473;-;4315;0,024;-;32762;396407;47452;-
06.10.2003;-;22510;-;24600;24810;1206;-;5165;5372;-;38368;-;-;55154;-;151;-;-;298,39;2485;-;4695;8456;-;4278;0,024;-;33106;397071;46941;-
03.10.2003;-;22527;-;24556;24949;1203;-;5185;5356;-;38520;-;-;54930;-;152;-;-;297,96;2498;-;4719;8476;-;4283;0,024;-;32896;406168;47098;-
02.10.2003;-;22476;-;24433;24968;1206;-;5183;5353;-;38500;-;-;54855;-;152;-;-;296,53;2491;-;4695;8464;-;4282;0,023;-;32920;406601;47074;-
01.10.2003;-;22458;-;24464;24969;1207;-;5179;5340;-;38463;-;-;54775;-;151;-;-;296,26;2483;-;4684;8411;-;4258;0,024;-;32946;407616;47630;-
30.09.2003;-;22498;-;24439;25014;1208;-;5180;5347;-;38466;-;-;55101;-;151;-;-;298,60;2532;-;4698;8306;-;4302;0,024;-;32952;406840;47634;-
29.09.2003;-;22361;-;24566;24778;1204;-;5142;5432;-;38185;-;-;55121;-;150;-;-;299,51;2485;-;4713;8387;-;4273;0,024;-;33441;408169;47089;-
26.09.2003;-;22634;-;24642;24764;1209;-;5151;5428;-;38260;-;-;55301;-;150;-;-;297,49;2490;-;4733;8425;-;4289;0,024;-;33352;411744;47181;-
25.09.2003;-;22705;-;24715;24695;1201;-;5154;5417;-;38280;-;-;55206;-;151;-;-;297,84;2487;-;4758;8505;-;4302;0,024;-;33312;419540;47306;-
24.09.2003;-;22581;-;24599;24660;1207;-;5153;5411;-;38287;-;-;55276;-;151;-;-;299,00;2474;-;4740;8521;-;4286;0,025;-;33355;413448;47351;-
23.09.2003;-;22642;-;24718;24692;1201;-;5160;5419;-;38323;-;-;55157;-;150;-;-;299,95;2465;-;4698;8520;-;4243;0,025;-;33358;414403;47324;-
22.09.2003;-;22690;-;24944;24688;1198;-;5160;5443;-;38327;-;-;55056;-;150;-;-;297,60;2510;-;4698;8496;-;4231;0,025;-;33440;414648;47452;-
19.09.2003;-;22563;-;24862;24456;1184;-;5133;5497;-;38127;-;-;54887;-;149;-;-;293,45;2487;-;4673;8493;-;4225;0,025;-;33787;408748;47204;-
18.09.2003;-;22485;-;24739;24466;1167;-;5133;5478;-;38131;-;-;54598;-;149;-;-;292,05;2497;-;4676;8422;-;4230;0,025;-;33828;410114;47331;-
17.09.2003;-;22521;-;24797;24512;1162;-;5115;5535;-;37997;-;-;54367;-;149;-;-;293,10;2478;-;4600;8391;-;4187;0,025;-;34055;408012;47076;-
16.09.2003;-;22392;-;24653;24364;1159;-;5112;5487;-;37967;-;-;53957;-;149;-;-;289,77;2460;-;4589;8485;-;4147;0,025;-;33742;406491;47180;-
15.09.2003;-;22413;-;24708;24420;1164;-;5121;5495;-;38032;-;-;54200;-;149;-;-;287,49;2488;-;4597;8574;-;4171;0,025;-;33793;407368;47261;-
12.09.2003;-;22413;-;24800;24418;1162;-;5111;5554;-;37967;-;-;54312;-;149;-;-;291,02;2467;-;4588;8565;-;4170;0,025;-;34065;412719;47081;-
11.09.2003;-;22302;-;24716;24498;1158;-;5120;5494;-;38030;-;-;54005;-;149;-;-;289,30;2468;-;4593;8577;-;4172;0,024;-;33877;412699;47337;-
10.09.2003;-;22251;-;24713;24474;1154;-;5104;5489;-;37906;-;-;53855;-;148;-;-;289,75;2475;-;4578;8549;-;4130;0,024;-;33831;414592;47225;-
09.09.2003;-;22085;-;24730;24390;1149;-;5069;5504;-;37662;-;-;53650;-;147;-;-;291,49;2465;-;4559;8518;-;4124;0,024;-;33916;411971;47141;-
08.09.2003;-;21970;-;24771;24482;1146;-;5070;5526;-;37649;-;-;54004;-;147;-;-;290,76;2503;-;4570;8544;-;4132;0,025;-;33990;411461;47774;-
05.09.2003;-;22053;-;24995;24349;1149;-;5048;5581;-;37484;-;-;54238;-;147;-;-;293,02;2506;-;4553;8513;-;4108;0,025;-;34237;408688;47565;-
04.09.2003;-;22061;-;24952;24278;1152;-;5030;5584;-;37350;-;-;54237;-;146;-;-;294,79;2504;-;4559;8538;-;4094;0,025;-;34451;412895;47500;-
03.09.2003;-;22049;-;24763;24342;1152;-;5024;5589;-;37304;-;-;54048;-;145;-;-;296,99;2443;-;4528;8543;-;4073;0,025;-;34486;412644;47225;-
02.09.2003;-;22004;-;24774;24294;1150;-;5023;5570;-;37304;-;-;53814;-;145;-;-;293,14;2443;-;4507;8562;-;4065;0,025;-;34358;414807;47019;-
01.09.2003;-;21939;-;24567;24239;1149;-;5023;5513;-;37296;-;-;53544;-;145;-;-;291,40;2453;-;4541;8550;-;4067;0,024;-;33959;410814;47009;-
29.08.2003;-;21957;-;24477;24223;1148;-;5013;5550;-;37240;-;-;53998;-;145;-;-;291,69;2466;-;4514;8545;-;4040;0,024;-;34140;406884;47153;-
28.08.2003;-;21768;-;24278;24044;1138;-;4985;5532;-;37038;-;-;53512;-;144;-;-;290,59;2451;-;4460;8518;-;4013;0,024;-;34132;406317;46665;-
27.08.2003;-;21659;-;24210;24039;1135;-;4966;5522;-;36904;-;-;53191;-;143;-;-;287,96;2443;-;4417;8470;-;3978;0,024;-;33872;396658;46751;-
26.08.2003;-;21887;-;24139;23845;1134;-;4936;5508;-;36680;-;-;53036;-;143;-;-;288,03;2407;-;4404;8426;-;3953;0,024;-;33869;392534;46299;-
25.08.2003;-;22076;-;24110;23908;1137;-;4959;5481;-;36856;-;-;53302;-;144;-;-;287,86;2416;-;4438;8449;-;3986;0,024;-;33794;391097;46521;-
22.08.2003;-;21973;-;23992;23911;1141;-;4965;5492;-;36905;-;-;53304;-;143;-;-;286,51;2399;-;4446;8453;-;4001;0,024;-;33799;391617;46232;-
21.08.2003;-;22173;-;23888;23990;1141;-;4978;5455;-;37005;-;-;53287;-;143;-;-;285,13;2387;-;4463;8503;-;4011;0,024;-;33618;393229;46064;-
20.08.2003;-;21918;-;23920;24031;1145;-;4993;5415;-;37115;-;-;53200;-;143;-;-;281,61;2389;-;4467;8486;-;4002;0,024;-;33398;388672;46332;-
19.08.2003;-;21912;-;23960;23965;1149;-;4996;5422;-;37135;-;-;52993;-;143;-;-;279,75;2372;-;4450;8497;-;3996;0,024;-;33426;384694;45999;-
18.08.2003;-;21913;-;23901;24082;1155;-;5008;5386;-;37223;-;-;52877;-;143;-;-;277,79;2359;-;4480;8501;-;4030;0,024;-;33162;385027;45964;-
15.08.2003;-;21848;-;23791;24202;1161;-;5028;5383;-;37368;-;-;53080;-;143;-;-;278,23;2364;-;4504;8523;-;4053;0,024;-;33135;386668;46143;-
14.08.2003;-;21722;-;23937;24152;1163;-;5028;5333;-;37370;-;-;53109;-;143;-;-;276,69;2370;-;4483;8530;-;4052;0,024;-;33021;384312;46106;-
13.08.2003;-;21712;-;23973;24132;1162;-;5019;5389;-;37305;-;-;53175;-;144;-;-;278,79;2352;-;4521;8531;-;4041;0,024;-;33159;379639;45972;-
12.08.2003;-;21676;-;23807;24181;1159;-;5020;5349;-;37312;-;-;52846;-;144;-;-;277,55;2363;-;4525;8545;-;4036;0,023;-;32919;380962;45970;-
11.08.2003;-;21682;-;23726;24332;1165;-;5031;5374;-;37396;-;-;53048;-;145;-;-;279,61;2352;-;4557;8575;-;4056;0,024;-;33158;380584;46077;-
08.08.2003;-;21449;-;23613;24275;1166;-;5021;5370;-;37328;-;-;53057;-;144;-;-;276,85;2345;-;4587;8558;-;4050;0,023;-;32921;373947;45831;-
07.08.2003;-;21299;-;23456;24307;1165;-;5026;5362;-;37365;-;-;52880;-;143;-;-;274,24;2338;-;4579;8526;-;4064;0,023;-;32880;370281;45781;-
06.08.2003;-;21321;-;23442;24386;1163;-;5031;5359;-;37400;-;-;53035;-;142;-;-;273,62;2353;-;4562;8538;-;4059;0,023;-;32830;371964;45939;-
05.08.2003;-;21171;-;23373;24353;1161;-;5022;5340;-;37329;-;-;53058;-;143;-;-;273,42;2352;-;4537;8561;-;4045;0,023;-;32934;369888;45947;-
04.08.2003;-;21572;-;23650;24339;1158;-;5030;5355;-;37378;-;-;53279;-;142;-;-;275,56;2383;-;4565;8541;-;4035;0,023;-;33068;371067;46334;-
01.08.2003;-;21530;-;23674;24249;1152;-;5007;5409;-;37201;-;-;53408;-;141;-;-;276,77;2341;-;4555;8536;-;4035;0,023;-;33307;377626;45752;-
31.07.2003;-;21359;-;23350;24000;1155;-;5001;5314;-;37161;-;-;52872;-;141;-;-;273,05;2311;-;4557;8453;-;4045;0,023;-;32793;375139;45533;-
30.07.2003;-;21446;-;23384;24058;1167;-;5014;5323;-;37263;-;-;52878;-;142;-;-;272,09;2308;-;4521;8498;-;4056;0,023;-;32570;375896;45568;-
29.07.2003;-;21578;-;23437;24096;1168;-;5019;5257;-;37300;-;-;52810;-;142;-;-;271,64;2313;-;4525;8477;-;4060;0,023;-;32464;380075;45470;-
28.07.2003;-;21483;-;23462;24041;1163;-;5007;5272;-;37209;-;-;52544;-;141;-;-;271,37;2303;-;4527;8444;-;4056;0,023;-;32422;376849;45450;-
25.07.2003;-;21423;-;23211;23980;1158;-;4995;5262;-;37121;-;-;52210;-;141;-;-;271,49;2296;-;4504;8386;-;4039;0,023;-;32288;374846;45397;-
24.07.2003;-;21435;-;23188;23945;1155;-;4990;5241;-;37085;-;-;52137;-;139;-;-;271,96;2313;-;4482;8394;-;4025;0,023;-;32311;373524;45441;-
23.07.2003;-;21175;-;22857;23886;1143;-;4962;5303;-;36885;-;-;51914;-;137;-;-;272,60;2307;-;4429;8313;-;3986;0,023;-;32405;366824;45366;-
22.07.2003;-;21185;-;23089;23855;1144;-;4949;5304;-;36791;-;-;51913;-;138;-;-;272,09;2314;-;4407;8262;-;3968;0,023;-;32384;366779;45385;-
21.07.2003;-;21088;-;23141;23926;1143;-;4946;5292;-;36770;-;-;51687;-;138;-;-;274,82;2331;-;4392;8221;-;3964;0,023;-;32553;364183;45509;-
18.07.2003;-;21275;-;23402;23916;1147;-;4943;5333;-;36756;-;-;52344;-;138;-;-;275,40;2322;-;4396;8202;-;3986;0,023;-;32786;362637;45486;-
17.07.2003;-;21343;-;23499;23823;1147;-;4924;5336;-;36615;-;-;51999;-;138;-;-;275,44;2331;-;4392;8161;-;3980;0,024;-;32589;361070;45547;-
16.07.2003;-;21497;-;23605;23697;1152;-;4936;5323;-;36700;-;-;52372;-;140;-;-;278,03;2297;-;4396;8256;-;4015;0,024;-;32904;362811;45304;-
15.07.2003;-;21542;-;23814;23872;1164;-;4984;5336;-;37035;-;-;52756;-;142;-;-;278,73;2327;-;4432;8334;-;4053;0,024;-;32731;366993;45754;-
14.07.2003;-;21629;-;23789;23861;1164;-;4980;5343;-;37017;-;-;53377;-;142;-;-;279,76;2317;-;4446;8326;-;4054;0,024;-;32844;363956;45749;-
