Nume clasa statistica:,serii zilnice
Observatii despre clasa statistica:,
Nota despre clasa statistica:, serii disponibile pentru perioada ianuarie 1998 - iunie 2005
Metodologie:,

Data;şiling austriac (ROL) CURSROLZ_ATS;dolar australian (ROL) CURSROLZ_AUD;franc belgian (ROL) CURSROLZ_BEF;dolar canadian (ROL) CURSROLZ_CAD;franc elveţian (ROL) CURSROLZ_CHF;coroană cehă (ROL) CURSROLZ_CZK;marcă germană (ROL) CURSROLZ_DEM;coroană daneză (ROL) CURSROLZ_DKK;liră egipteană (ROL) CURSROLZ_EGP;peseta spaniolă (ROL) CURSROLZ_ESP;EURO (ROL) CURSROLZ_EUR;marcă finlandeză (ROL) CURSROLZ_FIM;franc francez (ROL) CURSROLZ_FRF;liră sterlină (ROL) CURSROLZ_GBP;drahmă grecescă (ROL) CURSROLZ_GRD;forint unguresc (ROL) CURSROLZ_HUF;liră irlandeză (ROL) CURSROLZ_IEP;liră italiană (ROL) CURSROLZ_ITL;yen japonez (ROL) CURSROLZ_JPY;leu moldovenesc (ROL) CURSROLZ_MDL;gulden olandez (ROL) CURSROLZ_NLG;coroană norvrgiană (ROL) CURSROLZ_NOK;zlot polonez (ROL) CURSROLZ_PLN;escudos portughez (ROL) CURSROLZ_PTE;coroană suedeză (ROL) CURSROLZ_SEK;liră turcescă (ROL) CURSROLZ_TRL;noua liră turcească (ROL) CURSROLZ_TRY;dolar SUA (ROL) CURSROLZ_USD;gram aur (ROL) CURSROLZ_XAU;DST (ROL) CURSROLZ_XDR;ECU (ROL) CURSROLZ_XEU
11.07.2003;-;21607;-;23720;23996;1174;-;4999;5410;-;37170;-;-;53656;-;142;-;-;278,48;2324;-;4470;8353;-;4068;0,023;-;32810;362887;45858;-
10.07.2003;-;21480;-;23797;24043;1176;-;5003;5381;-;37201;-;-;53654;-;142;-;-;279,19;2320;-;4473;8359;-;4069;0,023;-;32850;362666;45845;-
09.07.2003;-;21723;-;24088;24098;1178;-;5005;5394;-;37215;-;-;53520;-;142;-;-;277,93;2338;-;4515;8342;-;4070;0,023;-;32819;364325;45857;-
08.07.2003;-;21994;-;24302;23963;1179;-;5006;5397;-;37226;-;-;54045;-;142;-;-;278,19;2319;-;4493;8355;-;4055;0,024;-;33000;366699;45686;-
07.07.2003;-;22491;-;24520;24159;1186;-;5043;5455;-;37488;-;-;54588;-;142;-;-;279,02;2314;-;4520;8434;-;4055;0,023;-;32932;370855;46008;-
04.07.2003;-;22334;-;24502;24277;1189;-;5060;5379;-;37615;-;-;54780;-;142;-;-;277,58;2325;-;4544;8438;-;4096;0,024;-;32787;369862;46163;-
03.07.2003;-;22256;-;24418;24223;1189;-;5057;5365;-;37588;-;-;54503;-;142;-;-;277,12;2307;-;4545;8466;-;4093;0,023;-;32809;368918;45902;-
02.07.2003;-;22205;-;24234;24340;1194;-;5084;5393;-;37774;-;-;54437;-;143;-;-;275,25;2314;-;4570;8498;-;4107;0,023;-;32737;369600;46065;-
01.07.2003;-;22096;-;24254;24306;1199;-;5090;5430;-;37826;-;-;54309;-;143;-;-;273,42;2342;-;4545;8540;-;4109;0,023;-;32774;367221;46372;-
30.06.2003;-;22023;-;24424;24273;1194;-;5070;5469;-;37671;-;-;54399;-;141;-;-;274,88;2332;-;4557;8456;-;4107;0,023;-;33014;366370;46270;-
27.06.2003;-;21970;-;24389;24371;1195;-;5077;5474;-;37700;-;-;54622;-;142;-;-;275,68;2328;-;4551;8406;-;4109;0,023;-;33011;364580;46369;-
26.06.2003;-;21999;-;24449;24495;1198;-;5082;5384;-;37733;-;-;54701;-;143;-;-;276,91;2311;-;4553;8445;-;4115;0,023;-;32890;365571;46115;-
25.06.2003;-;21849;-;24186;24701;1199;-;5088;5424;-;37777;-;-;54567;-;145;-;-;278,50;2306;-;4607;8451;-;4128;0,023;-;32787;366835;46124;-
24.06.2003;-;21763;-;24131;24771;1200;-;5104;5451;-;37899;-;-;54621;-;145;-;-;278,14;2319;-;4630;8493;-;4153;0,023;-;32734;372857;46294;-
23.06.2003;-;21828;-;24074;24763;1204;-;5108;5464;-;37931;-;-;54495;-;146;-;-;278,59;2293;-;4629;8585;-;4177;0,023;-;32876;376262;46117;-
20.06.2003;-;21895;-;24279;24705;1211;-;5138;5452;-;38154;-;-;54693;-;145;-;-;275,71;2314;-;4675;8595;-;4209;0,023;-;32631;377342;46274;-
19.06.2003;-;21862;-;24344;24548;1211;-;5133;5449;-;38114;-;-;54813;-;143;-;-;275,74;2292;-;4686;8542;-;4202;0,023;-;32720;374606;46230;-
18.06.2003;-;21865;-;24288;24779;1219;-;5151;5432;-;38241;-;-;54696;-;145;-;-;274,93;2285;-;4685;8719;-;4224;0,023;-;32589;377998;46140;-
17.06.2003;-;21644;-;24108;24828;1219;-;5157;5360;-;38288;-;-;54471;-;145;-;-;274,43;2274;-;4658;8694;-;4222;0,023;-;32351;374343;46092;-
16.06.2003;-;21579;-;24219;24871;1225;-;5167;5376;-;38359;-;-;54214;-;148;-;-;274,36;2300;-;4662;8709;-;4217;0,023;-;32247;372366;46388;-
13.06.2003;-;21597;-;24110;24721;1225;-;5157;5423;-;38288;-;-;54302;-;148;-;-;276,12;2300;-;4685;8607;-;4214;0,023;-;32483;369557;46359;-
12.06.2003;-;21624;-;24130;24881;1222;-;5153;5413;-;38254;-;-;54501;-;148;-;-;276,55;2296;-;4646;8604;-;4207;0,023;-;32559;370905;46220;-
11.06.2003;-;21459;-;23957;24849;1221;-;5144;5415;-;38189;-;-;54223;-;148;-;-;276,91;2300;-;4673;8603;-;4187;0,023;-;32603;371075;46245;-
10.06.2003;-;21447;-;24026;24771;1222;-;5148;5429;-;38221;-;-;53897;-;145;-;-;276,00;2306;-;4647;8609;-;4192;0,023;-;32627;377054;46135;-
09.06.2003;-;21529;-;24020;24735;1221;-;5151;5450;-;38243;-;-;53841;-;146;-;-;275,68;2285;-;4698;8616;-;4194;0,023;-;32638;380126;46059;-
06.06.2003;-;21517;-;24096;24799;1222;-;5157;5404;-;38288;-;-;53900;-;146;-;-;274,34;2316;-;4693;8658;-;4198;0,023;-;32334;381606;45950;-
05.06.2003;-;21533;-;23910;24625;1205;-;5111;5417;-;37948;-;-;53182;-;142;-;-;274,25;2290;-;4656;8517;-;4162;0,023;-;32472;378274;45878;-
04.06.2003;-;21540;-;23852;24713;1208;-;5115;5386;-;37981;-;-;52913;-;147;-;-;273,74;2290;-;4708;8565;-;4174;0,023;-;32454;380608;45805;-
03.06.2003;-;21347;-;23700;24831;1216;-;5128;5402;-;38070;-;-;53107;-;150;-;-;273,17;2298;-;4797;8624;-;4172;0,023;-;32417;380689;46088;-
02.06.2003;-;21154;-;23625;24849;1212;-;5114;5424;-;37969;-;-;52952;-;151;-;-;274,46;2267;-;4823;8659;-;4169;0,023;-;32508;377450;45605;-
30.05.2003;-;21012;-;23509;24907;1215;-;5130;5380;-;38084;-;-;53060;-;153;-;-;270,82;2290;-;4824;8654;-;4168;0,023;-;32156;377971;45863;-
29.05.2003;-;20786;-;23223;24718;1204;-;5090;5349;-;37787;-;-;52849;-;151;-;-;271,29;2273;-;4799;8576;-;4125;0,022;-;32270;374215;45551;-
28.05.2003;-;20943;-;23281;24823;1205;-;5093;5311;-;37812;-;-;52568;-;154;-;-;272,74;2242;-;4807;8668;-;4130;0,022;-;32100;375893;45314;-
27.05.2003;-;20973;-;23135;24770;1205;-;5095;5327;-;37824;-;-;52214;-;154;-;-;272,24;2259;-;4801;8656;-;4111;0,022;-;31802;380603;45567;-
26.05.2003;-;21028;-;23167;24718;1202;-;5080;5325;-;37719;-;-;52344;-;153;-;-;272,47;2256;-;4782;8677;-;4101;0,022;-;31919;380104;45440;-
23.05.2003;-;21099;-;23273;24779;1202;-;5075;5348;-;37678;-;-;52425;-;153;-;-;273,22;2269;-;4784;8665;-;4110;0,022;-;31955;379691;45497;-
22.05.2003;-;21196;-;23779;24926;1201;-;5075;5395;-;37675;-;-;52762;-;153;-;-;274,67;2268;-;4813;8688;-;4121;0,022;-;32273;383294;45687;-
21.05.2003;-;21214;-;23914;24995;1199;-;5080;5375;-;37719;-;-;52891;-;153;-;-;276,06;2279;-;4799;8626;-;4107;0,022;-;32193;377569;45792;-
20.05.2003;-;21142;-;23801;24885;1198;-;5069;5403;-;37633;-;-;52822;-;154;-;-;276,20;2263;-;4741;8708;-;4107;0,022;-;32370;383013;45802;-
19.05.2003;-;21167;-;23793;24942;1204;-;5083;5386;-;37741;-;-;52674;-;154;-;-;279,77;2289;-;4769;8686;-;4108;0,022;-;32220;372617;46120;-
16.05.2003;-;21099;-;23775;24891;1195;-;5050;5503;-;37492;-;-;53150;-;153;-;-;281,65;2291;-;4781;8679;-;4099;0,022;-;32799;371926;46024;-
15.05.2003;-;21104;-;23767;24846;1196;-;5056;5476;-;37538;-;-;52919;-;153;-;-;282,83;2288;-;4777;8674;-;4094;0,022;-;32714;372320;45862;-
14.05.2003;-;21045;-;23521;24777;1192;-;5051;5457;-;37502;-;-;52634;-;153;-;-;279,43;2280;-;4769;8670;-;4081;0,022;-;32622;365644;45754;-
13.05.2003;-;21063;-;23473;24795;1192;-;5053;5476;-;37518;-;-;52440;-;153;-;-;278,48;2267;-;4774;8675;-;4089;0,022;-;32617;365037;45592;-
12.05.2003;-;21093;-;23419;24874;1197;-;5067;5438;-;37621;-;-;52368;-;153;-;-;278,55;2314;-;4774;8676;-;4096;0,022;-;32484;366039;46043;-
09.05.2003;-;21038;-;23404;24845;1194;-;5051;5525;-;37502;-;-;52311;-;153;-;-;278,13;2306;-;4762;8661;-;4101;0,022;-;32630;365593;45874;-
08.05.2003;-;21007;-;23489;24939;1196;-;5052;5548;-;37515;-;-;52913;-;153;-;-;283,76;2300;-;4778;8738;-;4118;0,022;-;33040;362637;45960;-
07.05.2003;-;21098;-;23659;24787;1197;-;5058;5496;-;37558;-;-;52973;-;153;-;-;280,90;2308;-;4782;8703;-;4132;0,021;-;32933;363633;46215;-
06.05.2003;-;21072;-;23545;24734;1198;-;5049;5554;-;37495;-;-;53203;-;153;-;-;279,52;2342;-;4744;8802;-;4123;0,022;-;33077;364251;46535;-
05.05.2003;-;21033;-;23482;24694;1195;-;5032;5658;-;37370;-;-;53447;-;152;-;-;279,89;2334;-;4742;8788;-;4110;0,022;-;33298;364770;46278;-
02.05.2003;-;20885;-;23325;24619;1186;-;5008;5570;-;37179;-;-;53158;-;151;-;-;278,42;2322;-;4727;8749;-;4076;0,021;-;33064;362906;46225;-
30.04.2003;-;20738;-;23067;24414;1174;-;4977;5577;-;36952;-;-;53012;-;150;-;-;278,05;2339;-;4713;8674;-;4054;0,021;-;33214;358812;46398;-
29.04.2003;-;20655;-;22991;24310;1164;-;4934;5599;-;36637;-;-;53070;-;149;-;-;277,57;2311;-;4724;8576;-;4003;0,021;-;33341;356804;45830;-
25.04.2003;-;20546;-;22913;24412;1161;-;4939;5632;-;36667;-;-;52933;-;149;-;-;276,43;2297;-;4691;8569;-;4023;0,021;-;33314;357077;45887;-
24.04.2003;-;20562;-;22714;24361;1157;-;4939;5662;-;36668;-;-;52965;-;149;-;-;277,05;2301;-;4679;8531;-;4023;0,021;-;33294;355233;45997;-
23.04.2003;-;20678;-;23056;24234;1153;-;4921;5629;-;36543;-;-;52538;-;149;-;-;277,50;2275;-;4654;8572;-;4009;0,021;-;33350;357597;45796;-
22.04.2003;-;20696;-;22992;24370;1158;-;4940;5686;-;36683;-;-;52705;-;149;-;-;278,46;2295;-;4668;8594;-;4004;0,021;-;33409;358570;46128;-
21.04.2003;-;20653;-;23143;24335;1157;-;4926;5710;-;36575;-;-;52816;-;148;-;-;279,65;2284;-;4652;8628;-;4000;0,021;-;33563;351158;45992;-
18.04.2003;-;20810;-;23341;24509;1162;-;4959;5705;-;36825;-;-;53281;-;150;-;-;282,84;2287;-;4693;8646;-;4023;0,021;-;33831;353558;46306;-
17.04.2003;-;20709;-;23208;24568;1166;-;4958;5703;-;36816;-;-;53222;-;150;-;-;282,74;2303;-;4698;8627;-;4013;0,021;-;33708;353472;46585;-
16.04.2003;-;20628;-;23349;24424;1164;-;4938;5736;-;36666;-;-;53297;-;149;-;-;281,38;2306;-;4670;8563;-;4007;0,021;-;33864;352345;46396;-
15.04.2003;-;20537;-;23319;24360;1160;-;4923;5762;-;36554;-;-;53360;-;149;-;-;281,67;2303;-;4657;8621;-;4000;0,021;-;33975;353883;46417;-
14.04.2003;-;20567;-;23401;24479;1158;-;4930;5808;-;36609;-;-;53624;-;149;-;-;282,36;2307;-;4641;8623;-;4010;0,021;-;34068;356496;46507;-
11.04.2003;-;20586;-;23405;24438;1164;-;4929;5790;-;36605;-;-;53469;-;149;-;-;283,57;2297;-;4637;8578;-;4010;0,021;-;34012;354754;46265;-
10.04.2003;-;20583;-;23221;24569;1166;-;4936;5858;-;36663;-;-;53173;-;150;-;-;283,39;2314;-;4668;8617;-;4009;0,021;-;34004;355316;46515;-
09.04.2003;-;20512;-;23169;24578;1165;-;4920;5877;-;36536;-;-;52813;-;150;-;-;283,46;2323;-;4683;8532;-;3992;0,021;-;33966;353948;46595;-
08.04.2003;-;20411;-;23044;24523;1153;-;4905;5831;-;36432;-;-;52900;-;149;-;-;284,70;2338;-;4693;8391;-;3970;0,021;-;34053;352652;46627;-
07.04.2003;-;20388;-;23023;24415;1150;-;4888;5942;-;36302;-;-;53213;-;148;-;-;284,15;2306;-;4671;8400;-;3957;0,021;-;34356;352833;46129;-
04.04.2003;-;20341;-;22935;24493;1143;-;4898;5885;-;36374;-;-;53093;-;148;-;-;282,44;2297;-;4681;8335;-;3960;0,020;-;33918;352252;46309;-
03.04.2003;-;20222;-;22997;24400;1136;-;4878;5875;-;36224;-;-;52870;-;147;-;-;283,65;2288;-;4627;8332;-;3932;0,020;-;33840;353086;45836;-
02.04.2003;-;20114;-;22624;24440;1130;-;4877;5799;-;36217;-;-;52526;-;146;-;-;281,47;2283;-;4616;8214;-;3923;0,020;-;33444;355204;45673;-
01.04.2003;-;20073;-;22638;24529;1130;-;4876;5775;-;36211;-;-;52461;-;146;-;-;281,46;2328;-;4581;8137;-;3924;0,019;-;33232;358502;45660;-
31.03.2003;-;20021;-;22616;24506;1133;-;4870;5757;-;36168;-;-;52482;-;147;-;-;279,58;2325;-;4565;8202;-;3906;0,019;-;33189;358512;45942;-
28.03.2003;-;20110;-;22893;24370;1127;-;4845;5831;-;35982;-;-;52353;-;146;-;-;279,34;2315;-;4574;8221;-;3900;0,019;-;33500;356111;45768;-
27.03.2003;-;20089;-;22878;24284;1129;-;4837;5838;-;35919;-;-;52629;-;146;-;-;279,35;2331;-;4571;8249;-;3884;0,020;-;33483;358555;45772;-
26.03.2003;-;20140;-;22925;24339;1129;-;4832;5852;-;35885;-;-;53033;-;146;-;-;280,00;2321;-;4598;8294;-;3895;0,020;-;33706;356959;45750;-
25.03.2003;-;20093;-;22788;24470;1133;-;4848;5874;-;36007;-;-;53041;-;146;-;-;280,99;2344;-;4589;8289;-;3897;0,019;-;33637;360008;46014;-
24.03.2003;-;20026;-;22714;24335;1131;-;4832;5859;-;35892;-;-;53028;-;146;-;-;279,54;2352;-;4559;8267;-;3906;0,019;-;33712;357390;46003;-
21.03.2003;-;20021;-;22791;24264;1130;-;4816;5905;-;35776;-;-;52783;-;145;-;-;279,98;2335;-;4555;8299;-;3904;0,020;-;33780;361128;45880;-
20.03.2003;-;19869;-;22593;24141;1122;-;4781;5849;-;35515;-;-;52305;-;144;-;-;278,43;2325;-;4500;8221;-;3865;0,020;-;33427;360551;45643;-
19.03.2003;-;19779;-;22493;24095;1122;-;4771;5810;-;35443;-;-;51931;-;144;-;-;280,15;2331;-;4488;8191;-;3850;0,020;-;33328;363231;45444;-
18.03.2003;-;19746;-;22583;24130;1123;-;4771;5860;-;35439;-;-;52576;-;145;-;-;281,42;2281;-;4498;8225;-;3842;0,020;-;33517;360526;44973;-
17.03.2003;-;19694;-;22287;24133;1119;-;4768;5755;-;35420;-;-;51844;-;145;-;-;278,38;2288;-;4526;8134;-;3843;0,019;-;32769;359032;45024;-
14.03.2003;-;19608;-;22143;24147;1122;-;4771;5786;-;35446;-;-;52485;-;145;-;-;277,28;2269;-;4548;8224;-;3847;0,020;-;32890;354511;44911;-
13.03.2003;-;19421;-;22130;24316;1131;-;4808;5707;-;35708;-;-;52547;-;146;-;-;277,02;2257;-;4559;8121;-;3854;0,020;-;32734;360496;44842;-
12.03.2003;-;19459;-;22057;24468;1135;-;4834;5697;-;35911;-;-;52521;-;146;-;-;277,44;2265;-;4563;8214;-;3861;0,020;-;32562;365216;44893;-
11.03.2003;-;19951;-;22263;24586;1134;-;4852;5699;-;36039;-;-;52204;-;147;-;-;278,76;2278;-;4524;8246;-;3887;0,020;-;32604;369971;45189;-
10.03.2003;-;20090;-;22337;24568;1135;-;4859;5781;-;36084;-;-;52186;-;147;-;-;280,17;2285;-;4543;8301;-;3903;0,020;-;32677;371152;45239;-
07.03.2003;-;20164;-;22244;24621;1133;-;4859;5782;-;36081;-;-;52520;-;147;-;-;279,17;2307;-;4577;8375;-;3904;0,020;-;32719;375140;45408;-
06.03.2003;-;20140;-;22303;24649;1130;-;4842;5827;-;35961;-;-;52717;-;147;-;-;279,62;2295;-;4643;8393;-;3917;0,020;-;32835;372643;45253;-
05.03.2003;-;20255;-;22294;24700;1131;-;4849;5854;-;36014;-;-;52304;-;147;-;-;279,80;2314;-;4635;8361;-;3922;0,020;-;32849;374172;45380;-
04.03.2003;-;20220;-;22131;24595;1127;-;4833;5881;-;35902;-;-;51983;-;146;-;-;279,69;2333;-;4621;8271;-;3900;0,020;-;32867;372497;45536;-
03.03.2003;-;20231;-;22247;24418;1121;-;4805;5897;-;35692;-;-;52071;-;146;-;-;280,27;2319;-;4624;8350;-;3893;0,020;-;33037;370339;45380;-
28.02.2003;-;20060;-;22198;24408;1127;-;4808;5941;-;35718;-;-;52406;-;147;-;-;280,77;2313;-;4615;8465;-;3907;0,021;-;33121;370200;45491;-
27.02.2003;-;20089;-;22185;24436;1130;-;4813;5915;-;35743;-;-;52413;-;147;-;-;282,88;2312;-;4629;8512;-;3930;0,021;-;33065;376324;45268;-
26.02.2003;-;20012;-;22088;24304;1124;-;4779;5948;-;35500;-;-;51978;-;145;-;-;281,07;2320;-;4655;8498;-;3896;0,020;-;33009;374148;45269;-
25.02.2003;-;19999;-;22127;24329;1129;-;4796;5973;-;35625;-;-;52180;-;146;-;-;281,70;2318;-;4664;8504;-;3908;0,020;-;32971;380661;45121;-
24.02.2003;-;19802;-;21911;24042;1113;-;4750;5885;-;35298;-;-;51799;-;144;-;-;277,77;2310;-;4666;8432;-;3868;0,020;-;32809;372250;45047;-
21.02.2003;-;19689;-;21842;24264;1122;-;4792;5959;-;35611;-;-;52448;-;145;-;-;277,56;2314;-;4721;8471;-;3905;0,020;-;32862;374014;45023;-
20.02.2003;-;19475;-;21661;23921;1111;-;4732;5931;-;35163;-;-;52153;-;143;-;-;275,10;2299;-;4665;8400;-;3856;0,020;-;32652;368579;44626;-
19.02.2003;-;19308;-;21537;23725;1107;-;4699;5920;-;34920;-;-;51900;-;142;-;-;273,73;2295;-;4640;8417;-;3827;0,020;-;32590;363793;44543;-
18.02.2003;-;19294;-;21460;23819;1111;-;4711;5918;-;34998;-;-;52165;-;142;-;-;274,11;2298;-;4649;8449;-;3841;0,020;-;32638;364119;44728;-
17.02.2003;-;19308;-;21486;23803;1114;-;4716;5951;-;35055;-;-;52370;-;143;-;-;272,18;2305;-;4666;8442;-;3849;0,020;-;32728;364650;44851;-
14.02.2003;-;19400;-;21566;24041;1125;-;4752;5947;-;35316;-;-;52852;-;144;-;-;271,62;2298;-;4688;8473;-;3875;0,020;-;32680;374306;44724;-
13.02.2003;-;19374;-;21488;24053;1120;-;4753;5959;-;35326;-;-;53044;-;145;-;-;270,42;2296;-;4714;8492;-;3871;0,020;-;32746;372957;44782;-
12.02.2003;-;19330;-;21371;23948;1105;-;4728;5942;-;35143;-;-;52872;-;143;-;-;270,81;2289;-;4708;8478;-;3844;0,020;-;32650;381206;44555;-
11.02.2003;-;19320;-;21458;23947;1105;-;4727;5981;-;35131;-;-;53192;-;143;-;-;270,78;2314;-;4714;8511;-;3841;0,020;-;32865;382660;45114;-
10.02.2003;-;19527;-;21609;24302;1121;-;4793;5992;-;35626;-;-;53844;-;145;-;-;273,44;2319;-;4766;8540;-;3886;0,020;-;32926;393532;45134;-
07.02.2003;-;19467;-;21687;24254;1120;-;4786;5979;-;35572;-;-;53806;-;144;-;-;274,72;2310;-;4749;8562;-;3877;0,020;-;33004;393191;45367;-
06.02.2003;-;19509;-;21708;24309;1127;-;4799;5971;-;35676;-;-;54351;-;146;-;-;275,33;2331;-;4746;8562;-;3877;0,020;-;33036;395644;45623;-
05.02.2003;-;19541;-;21778;24539;1132;-;4841;5986;-;35993;-;-;54523;-;147;-;-;276,83;2327;-;4764;8632;-;3889;0,020;-;32977;408190;45314;-
04.02.2003;-;19507;-;21851;24420;1132;-;4821;6001;-;35852;-;-;54598;-;147;-;-;276,04;2340;-;4790;8638;-;3879;0,020;-;33159;399622;45419;-
03.02.2003;-;19382;-;21793;24231;1126;-;4786;6107;-;35589;-;-;54427;-;146;-;-;275,35;2342;-;4758;8658;-;3849;0,020;-;33191;393765;45689;-
31.01.2003;-;19509;-;21675;24429;1135;-;4821;6204;-;35860;-;-;54724;-;147;-;-;278,27;2338;-;4809;8676;-;3888;0,020;-;33130;394479;45477;-
30.01.2003;-;19490;-;21724;24265;1137;-;4801;6101;-;35680;-;-;54523;-;147;-;-;279,05;2346;-;4810;8728;-;3882;0,020;-;33189;387339;45786;-
29.01.2003;-;19548;-;21730;24529;1146;-;4844;6144;-;36010;-;-;54530;-;148;-;-;280,13;2344;-;4819;8726;-;3901;0,020;-;33116;393780;45530;-
28.01.2003;-;19504;-;21719;24415;1145;-;4823;7185;-;35875;-;-;54325;-;147;-;-;279,72;2353;-;4802;8625;-;3890;0,020;-;33196;391103;45821;-
27.01.2003;-;19648;-;21831;24579;1148;-;4851;7171;-;36072;-;-;54298;-;147;-;-;281,89;2355;-;4842;8619;-;3895;0,020;-;33164;395364;45578;-
24.01.2003;-;19714;-;21853;24461;1143;-;4824;7254;-;35884;-;-;54309;-;145;-;-;282,08;2363;-;4816;8644;-;3884;0,020;-;33298;389789;45696;-
23.01.2003;-;19715;-;21835;24486;1135;-;4821;7227;-;35859;-;-;54104;-;144;-;-;282,26;2369;-;4847;8489;-;3881;0,020;-;33351;389551;45661;-
22.01.2003;-;19554;-;21771;24408;1138;-;4799;7216;-;35687;-;-;53709;-;144;-;-;281,89;2371;-;4819;8599;-;3858;0,020;-;33338;385059;45515;-
21.01.2003;-;19689;-;21766;24376;1143;-;4793;7204;-;35627;-;-;53720;-;144;-;-;281,28;2385;-;4859;8757;-;3879;0,020;-;33465;382544;45777;-
20.01.2003;-;19776;-;21830;24469;1139;-;4807;7261;-;35730;-;-;54000;-;146;-;-;283,90;2390;-;4880;8792;-;3883;0,020;-;33527;383523;45862;-
17.01.2003;-;19820;-;21886;24464;1137;-;4803;7256;-;35698;-;-;54173;-;147;-;-;284,63;2390;-;4908;8813;-;3893;0,020;-;33505;385856;45668;-
16.01.2003;-;19721;-;21940;24322;1130;-;4788;7275;-;35587;-;-;53999;-;152;-;-;285,64;2404;-;4887;8874;-;3872;0,020;-;33685;379969;45823;-
15.01.2003;-;19622;-;21781;24156;1110;-;4759;7273;-;35361;-;-;53716;-;151;-;-;284,22;2410;-;4835;8813;-;3856;0,020;-;33599;380133;45797;-
14.01.2003;-;19680;-;21833;24345;1121;-;4794;7280;-;35618;-;-;54026;-;152;-;-;284,52;2413;-;4853;8853;-;3884;0,020;-;33632;382507;45748;-
13.01.2003;-;19581;-;21833;24286;1113;-;4777;7301;-;35496;-;-;53981;-;151;-;-;282,22;2417;-;4874;8840;-;3875;0,020;-;33693;381684;45783;-
10.01.2003;-;19506;-;21746;24321;1123;-;4775;7301;-;35483;-;-;54234;-;151;-;-;281,90;2420;-;4897;8829;-;3881;0,020;-;33732;382994;45861;-
09.01.2003;-;19467;-;21578;24252;1122;-;4763;7319;-;35375;-;-;54216;-;150;-;-;282,81;2421;-;4897;8790;-;3883;0,020;-;33666;383814;45536;-
08.01.2003;-;19293;-;21555;24018;1119;-;4715;7296;-;35032;-;-;53897;-;149;-;-;279,99;2422;-;4846;8751;-;3860;0,020;-;33673;375395;45566;-
07.01.2003;-;19294;-;21499;23962;1116;-;4704;7272;-;34934;-;-;53830;-;148;-;-;280,06;2413;-;4828;8755;-;3844;0,020;-;33558;376217;45615;-
06.01.2003;-;19146;-;21406;24049;1119;-;4714;7231;-;35018;-;-;53885;-;149;-;-;281,16;2406;-;4834;8754;-;3856;0,020;-;33443;382884;45185;-
30.12.2002;-;18864;-;21346;24026;1111;-;4701;7243;-;34919;-;-;53712;-;148;-;-;280,70;2422;-;4789;8733;-;3813;0,020;-;33500;375351;45273;-
27.12.2002;-;18888;-;21457;23898;1109;-;4678;7231;-;34750;-;-;53612;-;147;-;-;279,25;2410;-;4763;8690;-;3804;0,020;-;33499;375125;45237;-
24.12.2002;-;18828;-;21540;23635;1101;-;4625;7235;-;34370;-;-;53207;-;146;-;-;277,96;2397;-;4722;8638;-;3763;0,020;-;33409;370572;45036;-
23.12.2002;-;18852;-;21532;23614;1097;-;4637;7210;-;34429;-;-;53564;-;146;-;-;278,70;2397;-;4724;8644;-;3767;0,020;-;33399;369280;44945;-
20.12.2002;-;18979;-;21678;23572;1105;-;4639;7269;-;34430;-;-;53840;-;146;-;-;278,01;2404;-;4724;8645;-;3778;0,021;-;33582;370440;45244;-
19.12.2002;-;19032;-;21680;23658;1106;-;4660;7302;-;34605;-;-;54046;-;147;-;-;278,89;2412;-;4738;8662;-;3804;0,021;-;33700;374613;45300;-
18.12.2002;-;19100;-;21776;23612;1109;-;4668;7322;-;34665;-;-;53996;-;147;-;-;279,00;2417;-;4736;8664;-;3814;0,021;-;33772;365967;45511;-
17.12.2002;-;19209;-;21712;23685;1114;-;4701;7280;-;34899;-;-;54104;-;148;-;-;280,20;2419;-;4786;8724;-;3838;0,022;-;33815;370727;45391;-
16.12.2002;-;19107;-;21672;23366;1105;-;4647;7299;-;34521;-;-;53675;-;146;-;-;279,04;2418;-;4714;8714;-;3784;0,022;-;33796;361717;45337;-
13.12.2002;-;19193;-;21762;23415;1108;-;4657;7295;-;34582;-;-;53702;-;147;-;-;277,73;2418;-;4718;8687;-;3788;0,022;-;33796;362369;45118;-
12.12.2002;-;19085;-;21765;23242;1100;-;4623;7318;-;34324;-;-;53428;-;145;-;-;275,38;2421;-;4680;8638;-;3773;0,022;-;33830;354740;45039;-
11.12.2002;-;18943;-;21681;23126;1097;-;4589;7297;-;34083;-;-;53149;-;144;-;-;274,36;2419;-;4646;8582;-;3754;0,022;-;33802;351838;45103;-
10.12.2002;-;18984;-;21586;23153;1096;-;4593;7270;-;34113;-;-;53287;-;144;-;-;273,31;2411;-;4654;8548;-;3749;0,022;-;33680;352950;44920;-
09.12.2002;-;18981;-;21583;23103;1095;-;4584;7312;-;34045;-;-;53147;-;144;-;-;274,88;2413;-;4653;8528;-;3751;0,022;-;33708;352539;44701;-
06.12.2002;-;18910;-;21574;22923;1091;-;4542;7277;-;33740;-;-;52943;-;143;-;-;270,35;2413;-;4643;8446;-;3727;0,022;-;33711;352571;44656;-
05.12.2002;-;18909;-;21594;22868;1088;-;4537;7274;-;33692;-;-;52866;-;142;-;-;268,45;2413;-;4629;8445;-;3718;0,022;-;33697;348957;44719;-
04.12.2002;-;18854;-;21527;22848;1083;-;4528;7257;-;33631;-;-;52797;-;142;-;-;269,94;2404;-;4626;8437;-;3715;0,022;-;33602;346461;44505;-
